Sentence Number;Text;Label
1843;−− il d d s   n  4343 del 27 aprile 2010 « Misure tecniche per l’ installazione e la gestione dei sistemi di monitoraggio in continuo alle emissioni ( SME ) » con cui la Direzione generale Ambiente Energia e Reti , ha definito , anche ai fini dell’ implementazione della Rete , le nuove misure tecniche , i criteri e le procedure gestionali da utilizzarsi ai fini dell’ installazione , gestione e verifica dei Sistemi di Monitoraggio delle Emissioni ( SME ) uniformi per tutti i settori produttivi nonché le modalità e le tempistiche per l’ adeguamento;0
1844;ricordato che l’ allegato alla sopra richiamata d g r   n  11352/2010 prevedeva che ARPA Lombardia avrebbe provveduto alla messa a regime della Rete SME prevedendo la possibilità di utilizzo dei dati di emissione di tutti gli impianti ad essa allacciati a partire dall’ 1 gennaio 2013;0
1845;considerato che ARPA ha predisposto , anche a seguito di un periodo di sperimentazione , il sistema centralizzato per l’ acquisizione e l’ elaborazione dei dati provenienti dalla Rete SME , per mezzo dell’ interfaccia installata sugli impianti;0
1846;considerato , altresì , che sulla base del calendario e delle modalità di allacciamento alla rete definiti con i successivi provvedimenti , gran parte dei Gestori degli impianti interessati , salvo alcuni specifici casi e a fronte di problematiche tecniche intervenute , ha provveduto ad installare il sistema di allacciamento alla rete;0
1847;ricordato che l’ obiettivo primario della Rete SME consiste nell’ acquisizione , elaborazione e diffusione dei dati emissivi ai fini conoscitivi e del monitoraggio ambientale , sia al fine dell’ integrazione con le misure derivanti dalla esistente rete per la qualità dell’ aria , che dell’ interscambio delle informazioni con gli altri database e applicativi di proprietà della Regione;0
1848;ricordato altresì che Regione Lombardia avrebbe definito i criteri e le scadenze per l’ utilizzo dei dati elaborati dalla rete SME per la verifica del rispetto dei limiti;0
1849;considerato in tal senso che , −− ai fini dell’ utilizzo dei dati per la verifica del rispetto dei limiti , si ritiene necessario il completamento dell’ impianto tecnico - normativo sia tramite test che ne verifichino l’ affidabilità a larga scala sia tramite la definizione ulteriori disposizioni volte a disciplinare le modalità di gestione degli SME allacciati alla rete specificando in particolare le procedure per la gestione degli eventi critici e le modalità di comunicazione e reportistica;0
1850;−− nell’ ambito dell’ effettuazione dei test di cui sopra , ARPA si potrà avvalere anche della collaborazione degli stessi Gestori , in particolare tramite l’ acquisizione di set di dati elaborati secondo le specifiche di cui al d d s;0
1851;4343/2010;0
1852;ritenuto opportuno , pertanto , stabilire che , fino all’ effettuazione di tale test e alla conseguenti disposizioni da parte di Regione Lombardia , i dati acquisiti dalla Rete non possano essere utilizzati ai fini del controllo dei rispetto dei valori limite alle emissioni , per i quali il sistema di riferimento continuerà ad essere costituito dalla SME installato sull’ impianto;0
1853;ricordato inoltre che il sopra richiamato d d s   n  4343 del 27 aprile 2010 prevedeva che gli SME esistenti collocati su impianti rientranti nel campo di applicazione della Rete si adeguassero alle specifiche ivi riportate entro il 31 dicembre 2012;0
1854;preso atto delle difficoltà riscontrate , in particolare per alcuni settori produttivi di rispettare tali tempistiche , anche alla luce del prolungarsi dei lavori nell’ ambito dei rispettivi tavoli di settore;0
1855;ritenuto opportuno , alla luce di quanto sopra riportato , prorogare tale termine al 30 luglio 2013;0
1856;vista la l r;0
1857;7 luglio 2008 n  20 « Testo unico delle leggi regionali in materia di organizzazione e personale » e i provvedimenti della IX legislatura;0
1858;DECRETA per le ragioni meglio espresse in premessa 1   di stabilire che , fino a nuove disposizioni da parte di Regione Lombardia , i dati acquisiti dalla Rete non possano essere utilizzati ai fini del controllo dei rispetto dei valori limite alle emissioni , per i quali il sistema di riferimento continuerà ad essere costituito dalla SME installato sull’ impianto ai fini del monitoraggio ambientale;0
1859;2   di prorogare al 30 luglio 2013 , il termine per l’ adeguamento ai criteri previsti dal d d s;0
1860;4343/2011 e s m i   per gli SME esistenti collocati su impianti rientranti nel campo di applicazione della Rete di cui alla parte A dell’ Allegato alla d g r   n  11352/2010;0
1861;3   di disporre la pubblicazione del presente provvedimento sul Bollettino Ufficiale della Regione Lombardia;0
1862;Bollettino Ufficiale;0
1863;– 61 – Serie Ordinaria n  4 - Lunedì 21 gennaio 2013;0
1864;D G  Ambiente , energia e reti D d u o;0
1865;15 gennaio 2013 - n  142 Progetto del secondo lotto della tangenziale di Roverbella , di collegamento tra la ex SS 249 “ Gardesana Orientale”(tratto nord ) e la SP 17 “ Postumia ” ( tratto ovest );0
1866;Proponente : Provincia di Mantova - Settore Progettazione della viabilità e delle infrastrutture;0
1867;Verifica di assoggettabilità alla valutazione d’ impatto ambientale , ai sensi del d lgs;0
1868;152/2006 e della l r;0
1869;5/2010 IL DIRIGENTE DELL’ UNITÀ ORGANIZZATIVA SVILUPPO SOSTENIBILE E VALUTAZIONI AMBIENTALI OMISSIS DECRETA 1   di escludere dalla procedura di valutazione d’ impatto ambientale - ai sensi del d lgs;0
1870;152/2006 e della l r;0
1871;5/2010 - il progetto del secondo lotto della tangenziale di Roverbella , di collegamento tra la SP ( ex SS ) 249 « Gardesana orientale » ( tratto nord ) e la SP n  17 « Postumia » ( tratto ovest ) , secondo la soluzione progettuale indicata negli elaborati prodotti dalla Provincia di Mantova , a condizione che siano ottemperate le seguenti prescrizioni , che dovranno essere espressamente recepite nei successivi provvedimenti di autorizzazione del progetto in parola : a  in sede di redazione del progetto esecutivo siano dettagliati :;0
1872;mento , la gestione [ rumore , polveri , movimento e stoccaggio dei materiali e dei rifiuti , protezione della risorsa idrica ] e la sistemazione finale delle aree di cantiere , la viabilità di accesso ed il cronoprogramma dei lavori;0
1873;• la caratterizzazione geotecnica e idraulica dei terreni interessati e dell’ acquifero sotterraneo , ferma restando l’ osservanza delle norme tecniche per le costruzioni di cui al d m;0
1874;14 gennaio 2008;0
1875;• il sistema di raccolta e smaltimento delle acque meteoriche e degli sversamenti accidentali sulla piattaforma stradale;0
1876;ni della l r 17/2000 e della d g r;0
1877;VII/6162 del 20 settembre 2001 relative al contrasto all’ inquinamento luminoso;0
1878;b  contestualmente il proponente sviluppi esecutivamente , in accordo con il Comune di Roverbella , il progetto degli interventi di mitigazione e compensazione ambientale prospettati nello studio preliminare ambientale , al fine di mantenere e rafforzare la rete ecologica , i livelli di biodiversità e il movimento della fauna , perseguendo in particolare :;0
1879;ca , del corridoio ecologico di secondo livello parzialmente interferito , attraverso l’ acquisizione delle fasce residuali generate dall’ intervento e di ulteriori aree , nella maggiore possibile superficie , nell’ intorno del tracciato di progetto;0
1880;• la definizione e localizzazione di siepi e filari lungo il tracciato , dei by-pass faunistici , e delle opere di mitigazione acustica presso specifici recettori;0
1881;• la ricostruzione della rete irrigua superficiale interferita , con manufatti idonei a facilitare il passaggio della fauna locale , e la puntuale ricucitura della trama degli elementi costitutivi del paesaggio agrario;0
1882;sazione ambientale dovrà avvenire , ovunque tecnicamente possibile , contestualmente alla costruzione della strada;0
1883;c  per lo sviluppo di quanto al punto precedente si farà riferimento , tra l’ altro :;0
1884;• alle d g r;0
1885;8/8515 del 26 novembre 2008 « Modalità di attuazione della rete ecologica regionale » e 8/10962 del 30 dicembre 2009 « Rete ecologica regionale : approvazione degli elaborati finali » , per la ricucitura del contesto ecosistemico;0
1886;• al decreto regionale n  4517 del 7 maggio 2007 [ sul BURL;0
1887;n  21 del 22 maggio 2007 , 1° suppl   straord   ] relativo ai « criteri e indirizzi tecnico - progettuali per il miglioramento del rapporto tra infrastrutture stradali e ambiente naturale » , in particolare il cap 7 in merito alla definizione delle misure di compensazione e risarcimento;0
1888;d  durante la fase di costruzione sia garantita la tutela della qualità delle acque superficiali e sotterranee , dando puntuale attuazione agli interventi ed azioni proposti nello studio preliminare ambientale;0
1889;al termine dei lavori tutti i siti di cantiere , le piste di accesso , i depositi temporanei di materiali d’ uso o di risulta siano tempestivamente smantellati , provvedendo alla rinaturalizzazione dei sedimi e al ripristino della fertilità dei suoli , e con particolare attenzione alle sistemazioni idrauliche superficiali;0
1890;e  il proponente inoltre definisca ed attui un programma di monitoraggio acustico post operam nell’ intorno del tracciato , per verificare l’ effettiva compatibilità della situazione con i limiti normativi in funzione delle destinazioni d’ uso delle aree interessate , e definire di conseguenza il corretto dimensionamento di eventuali ulteriori opere di mitigazione in punti singolari;0
1891;presupposti e modalità di conduzione del monitoraggio siano definiti in accordo con ARPA Lombardia , alla quale dovranno essere trasmessi - oltre che al Comune di Roverbella - i relativi risultati , per la validazione e l’ assunzione di provvedimenti conseguenti;0
1892;2   la Provincia di Mantova – Settore progettazione della viabilità e delle infrastrutture , in qualità - oltre che di proponente - di Autorità competente all’ autorizzazione del progetto in parola , e il Comune di Roverbella , sono tenuti a vigilare sul rispetto delle prescrizioni di cui al precedente punto 1 , da recepirsi nel provvedimento di autorizzazione , ai sensi e per gli effetti dell’ art  29 del d lgs;0
1893;152/2006;0
1894;3   ai sensi dell’ art  26 , comma 6 , del d lgs;0
1895;152/2006 , il progetto in parola dovrà essere realizzato entro cinque anni dalla data di pubblicazione del presente provvedimento;0
1896;4   di trasmettere copia del presente decreto alla proponente Provincia di Mantova – Settore progettazione della viabilità e delle infrastrutture;0
1897;5   di informare contestualmente dell’ avvenuta decisione finale e delle modalità di reperimento della stessa il comune di Roverbella ed ARPA Lombardia;0
1898;6   di provvedere alla pubblicazione sul BURL della sola parte dispositiva del presente decreto;0
1899;7   di provvedere altresì alla pubblicazione integrale del presente provvedimento sul sito web www cartografia regione lombardia it/silvia/;0
1900;8   di rendere noto che contro il presente decreto è proponibile ricorso giurisdizionale presso il TAR della Lombardia secondo le modalità di cui al d lgs;0
1901;2 luglio 2010 , n  104 , ovvero è ammesso ricorso straordinario al Capo dello Stato , rispettivamente entro 60 o 120 giorni dalla data di avvenuta notificazione del presente atto;0
1902;– 2 – Serie Ordinaria n. 2 - Lunedì 09 gennaio 2012;0
1903;C ) GIUNTA REGIONALE E ASSESSORI D.g.r .;0
1904;29 dicembre 2011 - n. IX/2838 Variazioni al bilancio per l’ esercizio finanziario 2011 e bilancio pluriennale 2011 - 2013 ( art. 40 , co .;0
1905;3 l.r .;0
1906;34/78 - Prelievi da fondi ) 5° provvedimento LA GIUNTA REGIONALE Visto l’ art. 40 , comma 3 , della l.r .;0
1907;31 marzo 1978 , n. 34 , e successive modificazioni ed integrazioni che consente di disporre , con deliberazione della Giunta regionale , il prelievo dal fondo di riserva per far fronte a spese impreviste ;0
1908;34/78 , sulla base delle esigenze e della verifica degli andamenti di spesa , comunque garantendo il rispetto dei limiti individuati nell’ applicazione del comma 4 della legge stessa ;0
1909;3.2.0.3.327.5846 « Spese in capitale per l’ adesione o la partecipazione regionale a fondazioni o altre istituzioni e per la costituzione di fondazioni o altre istituzioni » ;0
1910;Di apportare al bilancio per l’ esercizio finanziario 2011 e pluriennale 2011/2013 e al documento tecnico di accompagnamento le variazioni indicate all’ allegato A della presente deliberazione di cui costituisce parte integrante e sostanziale .;0
1911;Di trasmettere la presente deliberazione al Consiglio Regionale ai sensi e nei termini stabiliti dall’ art. 40 , comma 3 della l.r .;0
1912;31 marzo 1978 , n. 34 e successive modificazioni ed integrazioni .;0
1913;Di disporre la pubblicazione della presente deliberazione sul Bollettino Ufficiale della Regione Lombardia , ai sensi dell’ art. 49 , comma 10 , della l.r .;0
1914;31 marzo 1978 n.34 e successive modificazioni ed integrazioni .;0
1915;Bollettino Ufficiale;0
1916;Bollettino Ufficiale;0
1917;– 3 – Serie Ordinaria n. 2 - Lunedì 09 gennaio 2012 ALLEGATO A;0
1918;Stato di previsione delle spese : 3.2.0.3.327 5846;0
